sample_id,SampleName,BioSample,BioProject
19281,102.100.100/19281,SAMN07488642,PRJNA317932
19301,102.100.100/19301,SAMN07488662,PRJNA317932
19302,102.100.100/19302,SAMN07488663,PRJNA317932
19253,102.100.100/19253,SAMN07488614,PRJNA317932
19254,102.100.100/19254,SAMN07488615,PRJNA317932
19326,102.100.100/19326,SAMN07488687,PRJNA317932
19248,102.100.100/19248,SAMN07488609,PRJNA317932
19249,102.100.100/19249,SAMN07488610,PRJNA317932
19250,102.100.100/19250,SAMN07488611,PRJNA317932
19260,102.100.100/19260,SAMN07488621,PRJNA317932
19261,102.100.100/19261,SAMN07488622,PRJNA317932
19262,102.100.100/19262,SAMN07488623,PRJNA317932
19267,102.100.100/19267,SAMN07488628,PRJNA317932
19268,102.100.100/19268,SAMN07488629,PRJNA317932
19284,102.100.100/19284,SAMN07488645,PRJNA317932
19285,102.100.100/19285,SAMN07488646,PRJNA317932
19308,102.100.100/19308,SAMN07488669,PRJNA317932
19309,102.100.100/19309,SAMN07488670,PRJNA317932
19318,102.100.100/19318,SAMN07488679,PRJNA317932
19319,102.100.100/19319,SAMN07488680,PRJNA317932
19320,102.100.100/19320,SAMN07488681,PRJNA317932
19329,102.100.100/19329,SAMN07488690,PRJNA317932
19330,102.100.100/19330,SAMN07488691,PRJNA317932
19252,102.100.100/19252,SAMN07488613,PRJNA317932
19251,102.100.100/19251,SAMN07488612,PRJNA317932
19269,102.100.100/19269,SAMN07488630,PRJNA317932
19275,102.100.100/19275,SAMN07488636,PRJNA317932
19273,102.100.100/19273,SAMN07488634,PRJNA317932
19274,102.100.100/19274,SAMN07488635,PRJNA317932
19259,102.100.100/19259,SAMN07488620,PRJNA317932
19299,102.100.100/19299,SAMN07488660,PRJNA317932
19300,102.100.100/19300,SAMN07488661,PRJNA317932
19316,102.100.100/19316,SAMN07488677,PRJNA317932
19317,102.100.100/19317,SAMN07488678,PRJNA317932
19324,102.100.100/19324,SAMN07488685,PRJNA317932
19286,102.100.100/19286,SAMN07488647,PRJNA317932
19287,102.100.100/19287,SAMN07488648,PRJNA317932
19288,102.100.100/19288,SAMN07488649,PRJNA317932
19307,102.100.100/19307,SAMN07488668,PRJNA317932
19294,102.100.100/19294,SAMN07488655,PRJNA317932
19295,102.100.100/19295,SAMN07488656,PRJNA317932
19266,102.100.100/19266,SAMN07488627,PRJNA317932
19277,102.100.100/19277,SAMN07488638,PRJNA317932
19276,102.100.100/19276,SAMN07488637,PRJNA317932
19290,102.100.100/19290,SAMN07488651,PRJNA317932
19289,102.100.100/19289,SAMN07488650,PRJNA317932
19314,102.100.100/19314,SAMN07488675,PRJNA317932
19315,102.100.100/19315,SAMN07488676,PRJNA317932
19325,102.100.100/19325,SAMN07488686,PRJNA317932
19595,102.100.100/19595,SAMN07449236,PRJNA317932
19596,102.100.100/19596,SAMN07449237,PRJNA317932
19597,102.100.100/19597,SAMN07449238,PRJNA317932
19598,102.100.100/19598,SAMN07449239,PRJNA317932
19600,102.100.100/19600,SAMN07449241,PRJNA317932
19615,102.100.100/19615,SAMN07449256,PRJNA317932
19616,102.100.100/19616,SAMN07449257,PRJNA317932
19617,102.100.100/19617,SAMN07449258,PRJNA317932
39031,102.100.100/39031,SAMN07449286,PRJNA317932
39032,102.100.100/39032,SAMN07449287,PRJNA317932
39033,102.100.100/39033,SAMN07449288,PRJNA317932
39034,102.100.100/39034,SAMN07449289,PRJNA317932
39064,102.100.100/39064,SAMN07449319,PRJNA317932
39065,102.100.100/39065,SAMN07449320,PRJNA317932
39066,102.100.100/39066,SAMN07449321,PRJNA317932
39086,102.100.100/39086,SAMN07449101,PRJNA317932
39087,102.100.100/39087,SAMN07449102,PRJNA317932
19599,102.100.100/19599,SAMN07449240,PRJNA317932
19620,102.100.100/19620,SAMN07449261,PRJNA317932
39043,102.100.100/39043,SAMN07449298,PRJNA317932
39044,102.100.100/39044,SAMN07449299,PRJNA317932
39076,102.100.100/39076,SAMN07449331,PRJNA317932
39077,102.100.100/39077,SAMN07449332,PRJNA317932
39078,102.100.100/39078,SAMN07449333,PRJNA317932
39079,102.100.100/39079,SAMN07449334,PRJNA317932
39088,102.100.100/39088,SAMN07449103,PRJNA317932
39095,102.100.100/39095,SAMN07449110,PRJNA317932
39096,102.100.100/39096,SAMN07449111,PRJNA317932
39104,102.100.100/39104,SAMN07449119,PRJNA317932
39105,102.100.100/39105,SAMN07449120,PRJNA317932
19605,102.100.100/19605,SAMN07449246,PRJNA317932
19606,102.100.100/19606,SAMN07449247,PRJNA317932
19607,102.100.100/19607,SAMN07449248,PRJNA317932
19608,102.100.100/19608,SAMN07449249,PRJNA317932
39019,102.100.100/39019,SAMN07449274,PRJNA317932
39021,102.100.100/39021,SAMN07449276,PRJNA317932
39022,102.100.100/39022,SAMN07449277,PRJNA317932
39023,102.100.100/39023,SAMN07449278,PRJNA317932
39024,102.100.100/39024,SAMN07449279,PRJNA317932
39029,102.100.100/39029,SAMN07449284,PRJNA317932
39030,102.100.100/39030,SAMN07449285,PRJNA317932
39039,102.100.100/39039,SAMN07449294,PRJNA317932
39041,102.100.100/39041,SAMN07449296,PRJNA317932
39042,102.100.100/39042,SAMN07449297,PRJNA317932
39053,102.100.100/39053,SAMN07449308,PRJNA317932
39067,102.100.100/39067,SAMN07449322,PRJNA317932
39068,102.100.100/39068,SAMN07449323,PRJNA317932
39069,102.100.100/39069,SAMN07449324,PRJNA317932
39097,102.100.100/39097,SAMN07449112,PRJNA317932
39098,102.100.100/39098,SAMN07449113,PRJNA317932
39012,102.100.100/39012,SAMN07449267,PRJNA317932
39013,102.100.100/39013,SAMN07449268,PRJNA317932
39040,102.100.100/39040,SAMN07449295,PRJNA317932
39054,102.100.100/39054,SAMN07449309,PRJNA317932
39056,102.100.100/39056,SAMN07449311,PRJNA317932
39057,102.100.100/39057,SAMN07449312,PRJNA317932
39059,102.100.100/39059,SAMN07449314,PRJNA317932
39101,102.100.100/39101,SAMN07449116,PRJNA317932
39102,102.100.100/39102,SAMN07449117,PRJNA317932
39103,102.100.100/39103,SAMN07449118,PRJNA317932
39080,102.100.100/39080,SAMN07449335,PRJNA317932
39081,102.100.100/39081,SAMN07449336,PRJNA317932
19614,102.100.100/19614,SAMN07449255,PRJNA317932
19613,102.100.100/19613,SAMN07449254,PRJNA317932
39049,102.100.100/39049,SAMN07449304,PRJNA317932
39050,102.100.100/39050,SAMN07449305,PRJNA317932
39025,102.100.100/39025,SAMN07449280,PRJNA317932
39026,102.100.100/39026,SAMN07449281,PRJNA317932
19618,102.100.100/19618,SAMN07449259,PRJNA317932
39085,102.100.100/39085,SAMN07449100,PRJNA317932
39084,102.100.100/39084,SAMN07449339,PRJNA317932
19619,102.100.100/19619,SAMN07449260,PRJNA317932
39099,102.100.100/39099,SAMN07449114,PRJNA317932
39094,102.100.100/39094,SAMN07449109,PRJNA317932
39071,102.100.100/39071,SAMN07449326,PRJNA317932
39070,102.100.100/39070,SAMN07449325,PRJNA317932
39018,102.100.100/39018,SAMN07449273,PRJNA317932
39036,102.100.100/39036,SAMN07449291,PRJNA317932
19604,102.100.100/19604,SAMN07449245,PRJNA317932
19603,102.100.100/19603,SAMN07449244,PRJNA317932
39016,102.100.100/39016,SAMN07449271,PRJNA317932
39014,102.100.100/39014,SAMN07449269,PRJNA317932
39015,102.100.100/39015,SAMN07449270,PRJNA317932
39011,102.100.100/39011,SAMN07449266,PRJNA317932
39017,102.100.100/39017,SAMN07449272,PRJNA317932
39037,102.100.100/39037,SAMN07449292,PRJNA317932
39038,102.100.100/39038,SAMN07449293,PRJNA317932
39060,102.100.100/39060,SAMN07449315,PRJNA317932
39061,102.100.100/39061,SAMN07449316,PRJNA317932
39072,102.100.100/39072,SAMN07449327,PRJNA317932
39073,102.100.100/39073,SAMN07449328,PRJNA317932
39082,102.100.100/39082,SAMN07449337,PRJNA317932
39083,102.100.100/39083,SAMN07449338,PRJNA317932
39106,102.100.100/39106,SAMN07449121,PRJNA317932
19610,102.100.100/19610,SAMN07449251,PRJNA317932
19611,102.100.100/19611,SAMN07449252,PRJNA317932
19612,102.100.100/19612,SAMN07449253,PRJNA317932
19621,102.100.100/19621,SAMN07449262,PRJNA317932
19622,102.100.100/19622,SAMN07449263,PRJNA317932
19623,102.100.100/19623,SAMN07449264,PRJNA317932
39035,102.100.100/39035,SAMN07449290,PRJNA317932
39046,102.100.100/39046,SAMN07449301,PRJNA317932
39047,102.100.100/39047,SAMN07449302,PRJNA317932
39048,102.100.100/39048,SAMN07449303,PRJNA317932
39074,102.100.100/39074,SAMN07449329,PRJNA317932
19601,102.100.100/19601,SAMN07449242,PRJNA317932
19602,102.100.100/19602,SAMN07449243,PRJNA317932
39020,102.100.100/39020,SAMN07449275,PRJNA317932
39045,102.100.100/39045,SAMN07449300,PRJNA317932
39062,102.100.100/39062,SAMN07449317,PRJNA317932
39063,102.100.100/39063,SAMN07449318,PRJNA317932
39090,102.100.100/39090,SAMN07449105,PRJNA317932
39091,102.100.100/39091,SAMN07449106,PRJNA317932
39092,102.100.100/39092,SAMN07449107,PRJNA317932
39093,102.100.100/39093,SAMN07449108,PRJNA317932
39055,102.100.100/39055,SAMN07449310,PRJNA317932
39028,102.100.100/39028,SAMN07449283,PRJNA317932
39027,102.100.100/39027,SAMN07449282,PRJNA317932
39100,102.100.100/39100,SAMN07449115,PRJNA317932
39075,102.100.100/39075,SAMN07449330,PRJNA317932
19609,102.100.100/19609,SAMN07449250,PRJNA317932
19624,102.100.100/19624,SAMN07449265,PRJNA317932
39119,102.100.100/39119,SAMN07449134,PRJNA317932
39120,102.100.100/39120,SAMN07449135,PRJNA317932
39121,102.100.100/39121,SAMN07449136,PRJNA317932
39128,102.100.100/39128,SAMN07449143,PRJNA317932
39129,102.100.100/39129,SAMN07449144,PRJNA317932
39141,102.100.100/39141,SAMN07449156,PRJNA317932
39142,102.100.100/39142,SAMN07449157,PRJNA317932
39143,102.100.100/39143,SAMN07449158,PRJNA317932
39144,102.100.100/39144,SAMN07449159,PRJNA317932
39167,102.100.100/39167,SAMN07449182,PRJNA317932
39168,102.100.100/39168,SAMN07449183,PRJNA317932
39173,102.100.100/39173,SAMN07449188,PRJNA317932
39182,102.100.100/39182,SAMN07449197,PRJNA317932
39186,102.100.100/39186,SAMN07449201,PRJNA317932
39187,102.100.100/39187,SAMN07449202,PRJNA317932
39188,102.100.100/39188,SAMN07449203,PRJNA317932
39189,102.100.100/39189,SAMN07449204,PRJNA317932
39134,102.100.100/39134,SAMN07449149,PRJNA317932
39159,102.100.100/39159,SAMN07449174,PRJNA317932
39158,102.100.100/39158,SAMN07449173,PRJNA317932
39157,102.100.100/39157,SAMN07449172,PRJNA317932
39156,102.100.100/39156,SAMN07449171,PRJNA317932
39154,102.100.100/39154,SAMN07449169,PRJNA317932
39133,102.100.100/39133,SAMN07449148,PRJNA317932
39166,102.100.100/39166,SAMN07449181,PRJNA317932
39172,102.100.100/39172,SAMN07449187,PRJNA317932
39169,102.100.100/39169,SAMN07449184,PRJNA317932
39110,102.100.100/39110,SAMN07449125,PRJNA317932
39109,102.100.100/39109,SAMN07449124,PRJNA317932
39111,102.100.100/39111,SAMN07449126,PRJNA317932
39132,102.100.100/39132,SAMN07449147,PRJNA317932
39131,102.100.100/39131,SAMN07449146,PRJNA317932
39155,102.100.100/39155,SAMN07449170,PRJNA317932
39179,102.100.100/39179,SAMN07449194,PRJNA317932
39180,102.100.100/39180,SAMN07449195,PRJNA317932
39181,102.100.100/39181,SAMN07449196,PRJNA317932
39176,102.100.100/39176,SAMN07449191,PRJNA317932
39175,102.100.100/39175,SAMN07449190,PRJNA317932
39174,102.100.100/39174,SAMN07449189,PRJNA317932
39118,102.100.100/39118,SAMN07449133,PRJNA317932
39116,102.100.100/39116,SAMN07449131,PRJNA317932
39117,102.100.100/39117,SAMN07449132,PRJNA317932
39146,102.100.100/39146,SAMN07449161,PRJNA317932
39145,102.100.100/39145,SAMN07449160,PRJNA317932
39130,102.100.100/39130,SAMN07449145,PRJNA317932
39190,102.100.100/39190,SAMN07449205,PRJNA317932
39107,102.100.100/39107,SAMN07449122,PRJNA317932
39135,102.100.100/39135,SAMN07449150,PRJNA317932
39136,102.100.100/39136,SAMN07449151,PRJNA317932
39164,102.100.100/39164,SAMN07449179,PRJNA317932
39165,102.100.100/39165,SAMN07449180,PRJNA317932
39192,102.100.100/39192,SAMN07449207,PRJNA317932
39193,102.100.100/39193,SAMN07449208,PRJNA317932
39194,102.100.100/39194,SAMN07449209,PRJNA317932
39108,102.100.100/39108,SAMN07449123,PRJNA317932
39124,102.100.100/39124,SAMN07449139,PRJNA317932
39125,102.100.100/39125,SAMN07449140,PRJNA317932
39126,102.100.100/39126,SAMN07449141,PRJNA317932
39137,102.100.100/39137,SAMN07449152,PRJNA317932
39138,102.100.100/39138,SAMN07449153,PRJNA317932
39139,102.100.100/39139,SAMN07449154,PRJNA317932
39147,102.100.100/39147,SAMN07449162,PRJNA317932
39148,102.100.100/39148,SAMN07449163,PRJNA317932
39149,102.100.100/39149,SAMN07449164,PRJNA317932
39171,102.100.100/39171,SAMN07449186,PRJNA317932
39177,102.100.100/39177,SAMN07449192,PRJNA317932
39178,102.100.100/39178,SAMN07449193,PRJNA317932
39183,102.100.100/39183,SAMN07449198,PRJNA317932
39184,102.100.100/39184,SAMN07449199,PRJNA317932
39163,102.100.100/39163,SAMN07449178,PRJNA317932
39162,102.100.100/39162,SAMN07449177,PRJNA317932
39161,102.100.100/39161,SAMN07449176,PRJNA317932
39127,102.100.100/39127,SAMN07449142,PRJNA317932
39196,102.100.100/39196,SAMN07449211,PRJNA317932
39195,102.100.100/39195,SAMN07449210,PRJNA317932
39114,102.100.100/39114,SAMN07449129,PRJNA317932
39115,102.100.100/39115,SAMN07449130,PRJNA317932
39150,102.100.100/39150,SAMN07449165,PRJNA317932
39122,102.100.100/39122,SAMN07449137,PRJNA317932
39123,102.100.100/39123,SAMN07449138,PRJNA317932
39140,102.100.100/39140,SAMN07449155,PRJNA317932
39151,102.100.100/39151,SAMN07449166,PRJNA317932
39153,102.100.100/39153,SAMN07449168,PRJNA317932
39160,102.100.100/39160,SAMN07449175,PRJNA317932
39170,102.100.100/39170,SAMN07449185,PRJNA317932
39185,102.100.100/39185,SAMN07449200,PRJNA317932
35786,102.100.100/35786,SAMN07483044,PRJNA385736
35785,102.100.100/35785,SAMN07483043,PRJNA385736
35784,102.100.100/35784,SAMN07483042,PRJNA385736
35783,102.100.100/35783,SAMN07483041,PRJNA385736
35758,102.100.100/35758,SAMN07483016,PRJNA385736
35759,102.100.100/35759,SAMN07483017,PRJNA385736
35757,102.100.100/35757,SAMN07483015,PRJNA385736
35756,102.100.100/35756,SAMN07483014,PRJNA385736
39152,102.100.100/39152,SAMN07449167,PRJNA317932
39113,102.100.100/39113,SAMN07449128,PRJNA317932
39112,102.100.100/39112,SAMN07449127,PRJNA317932
35259,102.100.100/35259,SAMN07482995,PRJNA385736
35845,102.100.100/35845,SAMN07483103,PRJNA385736
35253,102.100.100/35253,SAMN07482989,PRJNA385736
35252,102.100.100/35252,SAMN07482988,PRJNA385736
35251,102.100.100/35251,SAMN07482987,PRJNA385736
35847,102.100.100/35847,SAMN07483105,PRJNA385736
35769,102.100.100/35769,SAMN07483027,PRJNA385736
35768,102.100.100/35768,SAMN07483026,PRJNA385736
35767,102.100.100/35767,SAMN07483025,PRJNA385736
35766,102.100.100/35766,SAMN07483024,PRJNA385736
35853,102.100.100/35853,SAMN07483111,PRJNA385736
35852,102.100.100/35852,SAMN07483110,PRJNA385736
35851,102.100.100/35851,SAMN07483109,PRJNA385736
35816,102.100.100/35816,SAMN07483074,PRJNA385736
35817,102.100.100/35817,SAMN07483075,PRJNA385736
35815,102.100.100/35815,SAMN07483073,PRJNA385736
35814,102.100.100/35814,SAMN07483072,PRJNA385736
35796,102.100.100/35796,SAMN07483054,PRJNA385736
35268,102.100.100/35268,SAMN07483004,PRJNA385736
35797,102.100.100/35797,SAMN07483055,PRJNA385736
35266,102.100.100/35266,SAMN07483002,PRJNA385736
35265,102.100.100/35265,SAMN07483001,PRJNA385736
35267,102.100.100/35267,SAMN07483003,PRJNA385736
35257,102.100.100/35257,SAMN07482993,PRJNA385736
35258,102.100.100/35258,SAMN07482994,PRJNA385736
34820,102.100.100/34820,SAMN07449451,PRJNA385736
34821,102.100.100/34821,SAMN07449452,PRJNA385736
34822,102.100.100/34822,SAMN07449453,PRJNA385736
35782,102.100.100/35782,SAMN07483040,PRJNA385736
35781,102.100.100/35781,SAMN07483039,PRJNA385736
35780,102.100.100/35780,SAMN07483038,PRJNA385736
35263,102.100.100/35263,SAMN07482999,PRJNA385736
35802,102.100.100/35802,SAMN07483060,PRJNA385736
35803,102.100.100/35803,SAMN07483061,PRJNA385736
35804,102.100.100/35804,SAMN07483062,PRJNA385736
35859,102.100.100/35859,SAMN07483117,PRJNA385736
35858,102.100.100/35858,SAMN07483116,PRJNA385736
35857,102.100.100/35857,SAMN07483115,PRJNA385736
35860,102.100.100/35860,SAMN07483118,PRJNA385736
35838,102.100.100/35838,SAMN07483096,PRJNA385736
35837,102.100.100/35837,SAMN07483095,PRJNA385736
35836,102.100.100/35836,SAMN07483094,PRJNA385736
35835,102.100.100/35835,SAMN07483093,PRJNA385736
35832,102.100.100/35832,SAMN07483090,PRJNA385736
35829,102.100.100/35829,SAMN07483087,PRJNA385736
35830,102.100.100/35830,SAMN07483088,PRJNA385736
35831,102.100.100/35831,SAMN07483089,PRJNA385736
35795,102.100.100/35795,SAMN07483053,PRJNA385736
35793,102.100.100/35793,SAMN07483051,PRJNA385736
35794,102.100.100/35794,SAMN07483052,PRJNA385736
35761,102.100.100/35761,SAMN07483019,PRJNA385736
35762,102.100.100/35762,SAMN07483020,PRJNA385736
35760,102.100.100/35760,SAMN07483018,PRJNA385736
35256,102.100.100/35256,SAMN07482992,PRJNA385736
35763,102.100.100/35763,SAMN07483021,PRJNA385736
35250,102.100.100/35250,SAMN07482986,PRJNA385736
34828,102.100.100/34828,SAMN07449459,PRJNA385736
34829,102.100.100/34829,SAMN07449460,PRJNA385736
35249,102.100.100/35249,SAMN07482985,PRJNA385736
35850,102.100.100/35850,SAMN07483108,PRJNA385736
35848,102.100.100/35848,SAMN07483106,PRJNA385736
35849,102.100.100/35849,SAMN07483107,PRJNA385736
35820,102.100.100/35820,SAMN07483078,PRJNA385736
35270,102.100.100/35270,SAMN07483006,PRJNA385736
35749,102.100.100/35749,SAMN07483007,PRJNA385736
34819,102.100.100/34819,SAMN07449450,PRJNA385736
34818,102.100.100/34818,SAMN07449449,PRJNA385736
34816,102.100.100/34816,SAMN07449447,PRJNA385736
34817,102.100.100/34817,SAMN07449448,PRJNA385736
35254,102.100.100/35254,SAMN07482990,PRJNA385736
35778,102.100.100/35778,SAMN07483036,PRJNA385736
35779,102.100.100/35779,SAMN07483037,PRJNA385736
35752,102.100.100/35752,SAMN07483010,PRJNA385736
35753,102.100.100/35753,SAMN07483011,PRJNA385736
35777,102.100.100/35777,SAMN07483035,PRJNA385736
35751,102.100.100/35751,SAMN07483009,PRJNA385736
35819,102.100.100/35819,SAMN07483077,PRJNA385736
35818,102.100.100/35818,SAMN07483076,PRJNA385736
35269,102.100.100/35269,SAMN07483005,PRJNA385736
35750,102.100.100/35750,SAMN07483008,PRJNA385736
35789,102.100.100/35789,SAMN07483047,PRJNA385736
35805,102.100.100/35805,SAMN07483063,PRJNA385736
35806,102.100.100/35806,SAMN07483064,PRJNA385736
35807,102.100.100/35807,SAMN07483065,PRJNA385736
35834,102.100.100/35834,SAMN07483092,PRJNA385736
35833,102.100.100/35833,SAMN07483091,PRJNA385736
35821,102.100.100/35821,SAMN07483079,PRJNA385736
35822,102.100.100/35822,SAMN07483080,PRJNA385736
35823,102.100.100/35823,SAMN07483081,PRJNA385736
35792,102.100.100/35792,SAMN07483050,PRJNA385736
35787,102.100.100/35787,SAMN07483045,PRJNA385736
35790,102.100.100/35790,SAMN07483048,PRJNA385736
35791,102.100.100/35791,SAMN07483049,PRJNA385736
35260,102.100.100/35260,SAMN07482996,PRJNA385736
35261,102.100.100/35261,SAMN07482997,PRJNA385736
35262,102.100.100/35262,SAMN07482998,PRJNA385736
34827,102.100.100/34827,SAMN07449458,PRJNA385736
34826,102.100.100/34826,SAMN07449457,PRJNA385736
35773,102.100.100/35773,SAMN07483031,PRJNA385736
35774,102.100.100/35774,SAMN07483032,PRJNA385736
35775,102.100.100/35775,SAMN07483033,PRJNA385736
35776,102.100.100/35776,SAMN07483034,PRJNA385736
35808,102.100.100/35808,SAMN07483066,PRJNA385736
35809,102.100.100/35809,SAMN07483067,PRJNA385736
35810,102.100.100/35810,SAMN07483068,PRJNA385736
35841,102.100.100/35841,SAMN07483099,PRJNA385736
35842,102.100.100/35842,SAMN07483100,PRJNA385736
35843,102.100.100/35843,SAMN07483101,PRJNA385736
35844,102.100.100/35844,SAMN07483102,PRJNA385736
35846,102.100.100/35846,SAMN07483104,PRJNA385736
35854,102.100.100/35854,SAMN07483112,PRJNA385736
34814,102.100.100/34814,SAMN07449445,PRJNA385736
34813,102.100.100/34813,SAMN07449444,PRJNA385736
34815,102.100.100/34815,SAMN07449446,PRJNA385736
35788,102.100.100/35788,SAMN07483046,PRJNA385736
35754,102.100.100/35754,SAMN07483012,PRJNA385736
35755,102.100.100/35755,SAMN07483013,PRJNA385736
35764,102.100.100/35764,SAMN07483022,PRJNA385736
35765,102.100.100/35765,SAMN07483023,PRJNA385736
35856,102.100.100/35856,SAMN07483114,PRJNA385736
35855,102.100.100/35855,SAMN07483113,PRJNA385736
35824,102.100.100/35824,SAMN07483082,PRJNA385736
35825,102.100.100/35825,SAMN07483083,PRJNA385736
35826,102.100.100/35826,SAMN07483084,PRJNA385736
35255,102.100.100/35255,SAMN07482991,PRJNA385736
35800,102.100.100/35800,SAMN07483058,PRJNA385736
35801,102.100.100/35801,SAMN07483059,PRJNA385736
35798,102.100.100/35798,SAMN07483056,PRJNA385736
35799,102.100.100/35799,SAMN07483057,PRJNA385736
35264,102.100.100/35264,SAMN07483000,PRJNA385736
34824,102.100.100/34824,SAMN07449455,PRJNA385736
34825,102.100.100/34825,SAMN07449456,PRJNA385736
34823,102.100.100/34823,SAMN07449454,PRJNA385736
35772,102.100.100/35772,SAMN07483030,PRJNA385736
35771,102.100.100/35771,SAMN07483029,PRJNA385736
35770,102.100.100/35770,SAMN07483028,PRJNA385736
34810,102.100.100/34810,SAMN07449441,PRJNA385736
34811,102.100.100/34811,SAMN07449442,PRJNA385736
34812,102.100.100/34812,SAMN07449443,PRJNA385736
34854,102.100.100/34854,SAMN08219306,PRJNA385736
35128,102.100.100/35128,SAMN08219580,PRJNA385736
35129,102.100.100/35129,SAMN08219581,PRJNA385736
35130,102.100.100/35130,SAMN08219582,PRJNA385736
35131,102.100.100/35131,SAMN08219583,PRJNA385736
35132,102.100.100/35132,SAMN08219584,PRJNA385736
35133,102.100.100/35133,SAMN08219585,PRJNA385736
35134,102.100.100/35134,SAMN08219586,PRJNA385736
35135,102.100.100/35135,SAMN08219587,PRJNA385736
35811,102.100.100/35811,SAMN07483069,PRJNA385736
35812,102.100.100/35812,SAMN07483070,PRJNA385736
35813,102.100.100/35813,SAMN07483071,PRJNA385736
35827,102.100.100/35827,SAMN07483085,PRJNA385736
35828,102.100.100/35828,SAMN07483086,PRJNA385736
35839,102.100.100/35839,SAMN07483097,PRJNA385736
35840,102.100.100/35840,SAMN07483098,PRJNA385736
35861,102.100.100/35861,SAMN07483119,PRJNA385736
35862,102.100.100/35862,SAMN07483120,PRJNA385736
35863,102.100.100/35863,SAMN07483121,PRJNA385736
35137,102.100.100/35137,SAMN08219589,PRJNA385736
35136,102.100.100/35136,SAMN08219588,PRJNA385736
34834,102.100.100/34834,SAMN08219286,PRJNA385736
34902,102.100.100/34902,SAMN08219354,PRJNA385736
34903,102.100.100/34903,SAMN08219355,PRJNA385736
34896,102.100.100/34896,SAMN08219348,PRJNA385736
34897,102.100.100/34897,SAMN08219349,PRJNA385736
34894,102.100.100/34894,SAMN08219346,PRJNA385736
34895,102.100.100/34895,SAMN08219347,PRJNA385736
34900,102.100.100/34900,SAMN08219352,PRJNA385736
34901,102.100.100/34901,SAMN08219353,PRJNA385736
34898,102.100.100/34898,SAMN08219350,PRJNA385736
34899,102.100.100/34899,SAMN08219351,PRJNA385736
35108,102.100.100/35108,SAMN08219560,PRJNA385736
35109,102.100.100/35109,SAMN08219561,PRJNA385736
34831,102.100.100/34831,SAMN08219283,PRJNA385736
34832,102.100.100/34832,SAMN08219284,PRJNA385736
34833,102.100.100/34833,SAMN08219285,PRJNA385736
34976,102.100.100/34976,SAMN08219428,PRJNA385736
34977,102.100.100/34977,SAMN08219429,PRJNA385736
34978,102.100.100/34978,SAMN08219430,PRJNA385736
34979,102.100.100/34979,SAMN08219431,PRJNA385736
34980,102.100.100/34980,SAMN08219432,PRJNA385736
34873,102.100.100/34873,SAMN08219325,PRJNA385736
34872,102.100.100/34872,SAMN08219324,PRJNA385736
34853,102.100.100/34853,SAMN08219305,PRJNA385736
34868,102.100.100/34868,SAMN08219320,PRJNA385736
34871,102.100.100/34871,SAMN08219323,PRJNA385736
34870,102.100.100/34870,SAMN08219322,PRJNA385736
34865,102.100.100/34865,SAMN08219317,PRJNA385736
34830,102.100.100/34830,SAMN08219282,PRJNA385736
34845,102.100.100/34845,SAMN08219297,PRJNA385736
34858,102.100.100/34858,SAMN08219310,PRJNA385736
34866,102.100.100/34866,SAMN08219318,PRJNA385736
34889,102.100.100/34889,SAMN08219341,PRJNA385736
34944,102.100.100/34944,SAMN08219396,PRJNA385736
34945,102.100.100/34945,SAMN08219397,PRJNA385736
34946,102.100.100/34946,SAMN08219398,PRJNA385736
34947,102.100.100/34947,SAMN08219399,PRJNA385736
34948,102.100.100/34948,SAMN08219400,PRJNA385736
34949,102.100.100/34949,SAMN08219401,PRJNA385736
34950,102.100.100/34950,SAMN08219402,PRJNA385736
34951,102.100.100/34951,SAMN08219403,PRJNA385736
34952,102.100.100/34952,SAMN08219404,PRJNA385736
35001,102.100.100/35001,SAMN08219453,PRJNA385736
35011,102.100.100/35011,SAMN08219463,PRJNA385736
35012,102.100.100/35012,SAMN08219464,PRJNA385736
35013,102.100.100/35013,SAMN08219465,PRJNA385736
35014,102.100.100/35014,SAMN08219466,PRJNA385736
35015,102.100.100/35015,SAMN08219467,PRJNA385736
35038,102.100.100/35038,SAMN08219490,PRJNA385736
35039,102.100.100/35039,SAMN08219491,PRJNA385736
35098,102.100.100/35098,SAMN08219550,PRJNA385736
35099,102.100.100/35099,SAMN08219551,PRJNA385736
35100,102.100.100/35100,SAMN08219552,PRJNA385736
35101,102.100.100/35101,SAMN08219553,PRJNA385736
35102,102.100.100/35102,SAMN08219554,PRJNA385736
35103,102.100.100/35103,SAMN08219555,PRJNA385736
35104,102.100.100/35104,SAMN08219556,PRJNA385736
35105,102.100.100/35105,SAMN08219557,PRJNA385736
35106,102.100.100/35106,SAMN08219558,PRJNA385736
35107,102.100.100/35107,SAMN08219559,PRJNA385736
35110,102.100.100/35110,SAMN08219562,PRJNA385736
35111,102.100.100/35111,SAMN08219563,PRJNA385736
35112,102.100.100/35112,SAMN08219564,PRJNA385736
35113,102.100.100/35113,SAMN08219565,PRJNA385736
35114,102.100.100/35114,SAMN08219566,PRJNA385736
35115,102.100.100/35115,SAMN08219567,PRJNA385736
35116,102.100.100/35116,SAMN08219568,PRJNA385736
35117,102.100.100/35117,SAMN08219569,PRJNA385736
34846,102.100.100/34846,SAMN08219298,PRJNA385736
34847,102.100.100/34847,SAMN08219299,PRJNA385736
34848,102.100.100/34848,SAMN08219300,PRJNA385736
